"eru","Eaux Résiduaires Urbaine","Eaux usées domestiques ou mélange des eaux usées domestiques et des eaux usées industrielles et/ou des eaux de ruissellement."
"eri","Eaux Résiduaires Industrielles","effluents liquides générés par les activités industrielles, nécessitant des traitements spécifiques pour réduire les concentrations de polluants et les risques pour l’environnement et la santé humaine."
"eaux_usees_traitee","Eaux usées traitées","Eaux usées rejetées par une station d'épuration après traitement"
