"domestique","domestique","branchement d'un habitat particulier ou d'un habitat collectif"
"industriel","industriel","bâtiment industriel (usine...)"
"commercial","commercial","bâtiment essentiellement commercial (Supermarché...)"
"tertiaire","tertiaire","bâtiment d'activité essentiellement tertiaire (bureaux...)"
"medical","medical","unité médicale ou paramédicale (hopital,  centre dialyse...)"
"mixte","mixte","plusieurs autres types en même temps"
