"cloture","clôture","périmètre clôturée (clôture, barrière, mur, muret...) délimitant un site"
"enceinte","enceinte","périmètre clos mais pas par une clôture"
"administrative","administrative","périmètre déterminé par acte administratif : acte de vente, parcelle, convention…"
