"sectorisation","sectorisation","vanne permettant l'isolation d'un secteur ou d'un ilot"
"coupure","vanne de coupure","vanne permettant d'isoler une partie de réseau"
"sans_fonction","sans fonction","vanne sans fonction particulière"
