"cone","Cône de réduction","diminution ou augmentation de diametre"
"pp","Plaque pleine","plaque pleine de fermeture à une extrémité de conduite"
"coude","coude","changement de direction"
"manchon","manchon","manchon de réparation ou de jointure dans le prolongement de deux conduites"
"raccord","raccord","connexion entre plusieurs conduites"
"te","té","raccord à angle droit entre trois conduites"
"bouchon","bouchon","pièce permettant la fermeture définitive de la conduite"

