"ciel_ouvert","à ciel ouvert","qui ne possède pas de toit, de couverture le protégeant du ciel"
"souterrain","souterrain","ouvrage enterré"
"hors_sol","hors-sol","cuve ou structure sur sol, semi enterré ou sur une autre structure (citerne souple...)"

