"exhaure","eaux d'exhaure","puisage ou pompage des eaux d'infiltration des mines, carrières et milieux souterrains"
"transfert","transfert","pompage de transvasement entre ouvrage"
"reprise","reprise","pompage qui assure les débits et la remise en pression"
"accelerateur","accélérateur","pompage servant à accélérer l'écoulement des eaux"
"surpresseur","surpresseur","pompage servant à augmenter ou maintenir la pression du réseau"
