"piquage_direct","piquage direct","piquage par percement de paroi"
"culotte","culotte","culotte de branchement"
"selle","selle","selle de branchement"
"tulipe","tulipe","tulipe de branchement"
"te","té","té de branchement"
"libre","sortie libre","raccord en sortie libre (exutoire, en surface, sans canalisation...)"
